"state","bioguide","thomas","govtrack","opensecrets","votesmart","party","status","majority_leader","majority_whip","minority_leader","minority_whip","class","gender","ethnicity","name","slug","date_of_birth","entered_office","term_end","latitude","longitude","address","website","phone","twitter_url","facebook_url","photo_url","biography"
"SD","T000250","01534","400546","N00004572","398","republican","active",false,false,false,false,"III","male","white","John Thune","john-thune","1961-01-07","2005-01-03","2023-01-03",38.892947,-77.075686,"511 Dirksen Senate Office Building Washington DC 20510","http://www.thune.senate.gov","202-224-2321","https://twitter.com/SenJohnThune","https://www.facebook.com/johnthune","https://cdn.civil.services/senate/headshots/512x512/john-thune.jpg","John Thune, a Senator and a Representative from South Dakota; born in Pierre, Hughes County, S. Dak., January 7, 1961; graduated from Jones County High School, S. Dak., 1979; B.S., Biola University, La Mirada, Calif., 1983; M.B.A., University of South Dakota, Vermillion, S. Dak., 1984; executive director, South Dakota state municipal league; board of directors, National League of Cities; staff, United States Senator James Abdnor of South Dakota 1985-1986; South Dakota state Republican party executive director 1989-1991; director, South Dakota state railroad division 1991-1993; director, South Dakota state municipal league 1993-1996; elected as a Republican to the One Hundred Fifth and to the two succeeding Congresses (January 3, 1997-January 3, 2003); was not a candidate for reelection to the One Hundred Eighth Congress in 2002, but was an unsuccessful candidate for the United States Senate; elected as a Republican to the U.S. Senate in 2004; reelected in 2010 for the term ending January 3, 2017; vice-chair, Republican Conference (2009); chair, Republican Policy Committee (2009-2012); chair, Republican Conference (2012-); chair, Committee on Commerce, Science, and Transportation (One Hundred Fourteenth Congress)."
"SD","R000605","02288","412669","N00035187",,"republican","active",false,false,false,false,"II","male","white","Mike Rounds","mike-rounds","1954-10-24","2015-01-03","2021-01-03",38.892839,-77.004356,"502 Hart Senate Office Building Washington DC 20510","http://www.rounds.senate.gov","202-224-5842","https://twitter.com/SenatorRounds","https://www.facebook.com/SenatorMikeRounds","https://cdn.civil.services/senate/headshots/512x512/mike-rounds.jpg","Mike Rounds, a Senator from South Dakota; born in Huron, Beadle County, S. Dak., October 24, 1954; B.S., South Dakota State University, 1977; insurance and real estate executive; member of the South Dakota state Senate 1991-2000, serving as majority leader 1995-2000; governor of South Dakota 2003-2011; elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021."
"TN","C001071","01825","412248","N00027441","65905","republican","active",false,false,false,false,"I","male","white","Bob Corker","bob-corker","1952-08-24","2007-01-03","2019-01-03",38.892947,-77.075686,"425 Dirksen Senate Office Building Washington DC 20510","http://www.corker.senate.gov","202-224-3344","https://twitter.com/SenBobCorker","https://www.facebook.com/bobcorker","https://cdn.civil.services/senate/headshots/512x512/bob-corker.jpg","Bob Corker, a Senator from Tennessee; born in Orangeburg, S.C., August 24, 1952; attended the public schools in Chattanooga, Tenn.; graduated with a bachelor of science degree in industrial management, University of Tennessee 1974; commercial real estate developer; construction company owner; unsuccessful candidate for the United States Senate 1994; commissioner, Tennessee Finance and Administration Department 1995-1996; mayor of Chattanooga 2001-2005; elected as a Republican to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; Chair, Committee on Foreign Relations (One Hundred Fourteenth Congress)."
"TN","A000360","01695","300002","N00009888","15691","republican","active",false,false,false,false,"II","male","white","Lamar Alexander","lamar-alexander","1940-07-03","2003-01-03","2021-01-03",38.892947,-77.075686,"455 Dirksen Senate Office Building Washington DC 20510","http://www.alexander.senate.gov","202-224-4944","https://twitter.com/SenAlexander","https://www.facebook.com/senatorlamaralexander","https://cdn.civil.services/senate/headshots/512x512/lamar-alexander.jpg","Lamar Alexander, a Senator from Tennessee; born in Maryville, Tennessee, on July 3, 1940; B.A., Vanderbilt University 1962; J.D., New York University Law School 1965; governor of Tennessee 1979-1987; chairman of the National Governors Association 1985-1986; U.S. secretary of education 1991-1993; elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021; chair, Republican Conference (2008-2012); chair, Committee on Health, Education, Labor, and Pensions (One Hundred Fourteenth Congress)."
"TX","C001098","02175","412573","N00033085","135705","republican","active",false,false,false,false,"I","male","hispanic-american","Ted Cruz","ted-cruz","1970-12-22","2013-01-03","2019-01-03",38.892542,-77.007415,"404 Russell Senate Office Building Washington DC 20510","http://www.cruz.senate.gov","202-224-5922","https://twitter.com/SenTedCruz","https://www.facebook.com/SenatorTedCruz","https://cdn.civil.services/senate/headshots/512x512/ted-cruz.jpg","Ted Cruz, a Senator from Texas; born in Calgary, Alberta, Canada, December 22, 1970; graduated Princeton University, B.A., 1992; graduated Harvard University, J.D., 1995; law clerk to Chief Justice of the United States William Rehnquist; associate deputy attorney general, U.S. Department of Justice; Director of the Office of Policy Planning, Federal Trade Commission; solicitor general of Texas 2003-2008; lawyer; elected as a Republican to the United States Senate in 2012 for the term ending January 3, 2019."
"TX","C001056","01692","300027","N00024852","15375","republican","active",false,true,false,false,"II","male","white","John Cornyn","john-cornyn","1952-02-02","2002-12-01","2021-01-03",38.892839,-77.004356,"517 Hart Senate Office Building Washington DC 20510","http://www.cornyn.senate.gov","202-224-2934","https://twitter.com/JohnCornyn","https://www.facebook.com/sen.johncornyn","https://cdn.civil.services/senate/headshots/512x512/john-cornyn.jpg","John Cornyn, a Senator from Texas; born in Houston, Texas, on February 2, 1952; B.A., Trinity University 1973; J.D., St. Mary's School of Law 1977; LLM, University of Virginia 1995; attorney; Bexar County district court judge 1984-1990; Texas Supreme Court 1990-1997; Texas state attorney general 1999-2002; elected as a Republican to the U.S. Senate in 2002; subsequently appointed to the remainder of the term left vacant by the resignation of William Philip Gramm, and took the oath of office on December 2, 2002; reelected in 2008, and again in 2014 for the term ending January 3, 2021; Republican Conference vice-chair (2007-2009); chair, National Republican Senatorial Committee (2009-2012); Republican party whip (2013-)."
"UT","L000577","02080","412495","N00031696","66395","republican","active",false,false,false,false,"III","male","white","Mike Lee","mike-lee","1971-06-04","2011-01-03","2023-01-03",38.892542,-77.007415,"361A Russell Senate Office Building Washington DC 20510","http://www.lee.senate.gov","202-224-5444","https://twitter.com/SenMikeLee","https://www.facebook.com/senatormikelee","https://cdn.civil.services/senate/headshots/512x512/mike-lee.jpg","Mike Lee, a Senator from Utah; born in Mesa, Ariz., June 4, 1971; graduated Brigham Young University, B.A., 1994; graduated Brigham Young University, J.D., 1997; law clerk to 3rd Circuit Court of Appeals Justice Samuel Alito 1998; lawyer; assistant U.S. attorney 2002-2005; counsel to Utah Governor John Huntsman 2005-2006; law clerk to United States Supreme Court Justice Samuel Alito 2006-2007; lawyer; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017."
"UT","H000338","01351","300052","N00009869","53352","republican","active",false,false,false,false,"I","male","white","Orrin Hatch","orrin-hatch","1934-03-22","1977-01-03","2019-01-03",38.892839,-77.004356,"104 Hart Senate Office Building Washington DC 20510","http://www.hatch.senate.gov","202-224-5251","https://twitter.com/SenOrrinHatch","https://www.facebook.com/senatororrinhatch","https://cdn.civil.services/senate/headshots/512x512/orrin-hatch.jpg","Orrin Hatch, a Senator from Utah; born in Homestead Park, Allegheny County, Pa., March 22, 1934; received early education in the public schools of Pittsburgh, Pa.; graduated, Brigham Young University 1959; graduated, University of Pittsburgh Law School 1962; admitted to the Pennsylvania bar in 1963 and commenced practice in Pittsburgh; moved to Utah in 1969 and continued practicing law; elected as a Republican to the United States Senate in 1976; reelected in 1982, 1988, 1994, 2000, 2006, and again in 2012 for the term ending January 3, 2019; President pro tempore (2015-); chairman, Committee on Labor and Human Resources (Ninety-seventh to Ninety-ninth Congresses), Committee on the Judiciary (One Hundred Fourth to One Hundred Sixth Congresses; One Hundred Seventh Congress [January 20, 2001-June 6, 2001], One Hundred Eighth Congress), Committee on Finance (One Hundred Fourteenth Congress)."
"VA","K000384","02176","412582","N00033177","50772","democrat","active",false,false,false,false,"I","male","white","Timothy Kaine","timothy-kaine","1958-02-26","2013-01-03","2019-01-03",38.892542,-77.007415,"231 Russell Senate Office Building Washington DC 20510","http://www.kaine.senate.gov","202-224-4024","https://twitter.com/SenKaineOffice","https://www.facebook.com/SenatorKaine","https://cdn.civil.services/senate/headshots/512x512/timothy-kaine.jpg","Timothy Kaine, a Senator from Virginia; born in St. Paul, Minn., February 26, 1958; graduated University of Missouri, B.A., 1979; graduated Harvard University, J.D., 1983; lawyer; Richmond City Council 1994-1998; mayor of Richmond, Va., 1998-2001; lieutenant governor of Virginia 2002-2006; governor of Virginia 2006-2010; chairman of the Democratic National Committee 2009-2011; elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019."
"VA","W000805","01897","412321","N00002097","535","democrat","active",false,false,false,false,"II","male","white","Mark Warner","mark-warner","1954-12-15","2009-01-03","2021-01-03",38.892542,-77.007415,"475 Russell Senate Office Building Washington DC 20510","http://www.warner.senate.gov","202-224-2023","https://twitter.com/MarkWarner","https://www.facebook.com/MarkRWarner","https://cdn.civil.services/senate/headshots/512x512/mark-warner.jpg","Mark Warner, a Senator from Virginia; born in Indianapolis, Ind., December 15, 1954; B.A., George Washington University, 1977; J.D., Harvard Law School, 1980; worked on the staff of Senator Christopher Dodd; engaged in the high-technology business; co-founded the company that became Nextel; Virginia Democratic Party Chairman, 1993-1995; unsuccessful candidate for election to the United States Senate in 1996; Governor of Virginia, 2002-2006; chairman of the National Governors Association 2004-2005; elected as a Democrat to the United States Senate in 2008; reelected in 2014 for the term ending January 3, 2021."
"VT","L000174","01383","300065","N00009918","53353","democrat","active",false,false,false,false,"III","male","white","Patrick Leahy","patrick-leahy","1940-03-31","1975-01-03","2023-01-03",38.892542,-77.007415,"437 Russell Senate Office Building Washington DC 20510","http://www.leahy.senate.gov","202-224-4242","https://twitter.com/SenatorLeahy","https://www.facebook.com/SenatorPatrickLeahy","https://cdn.civil.services/senate/headshots/512x512/patrick-leahy.jpg","Patrick Leahy, a Senator from Vermont; born in Montpelier, Washington County, Vt., March 31, 1940; graduated, St. Michael's College, Winooski, Vt., 1961; received J.D. degree from Georgetown University 1964; admitted to the Vermont bar in 1964 and commenced practice in Burlington; State's attorney, Chittenden County, Vt., 1966-1974; elected as a Democrat to the United States Senate in 1974; reelected in 1980, 1986, 1992,1998, 2004 and again in 2010 for the term ending January 3, 2017; President pro tempore (December 17, 2012-January 3, 2015); chair, Committee on Agriculture, Nutrition and Forestry (One Hundredth through One Hundred Third Congresses), Committee on the Judiciary (One Hundred Seventh Congress [January 3-20, 2001; June 6, 2001-January 3, 2003], One Hundred Tenth to One Hundred Thirteenth Congresses)."
"VT","S000033","01010","400357","N00000528","27110","independent","active",false,false,false,false,"I","male","white","Bernard Sanders","bernard-sanders","1941-09-08","2007-01-03","2019-01-03",38.892542,-77.007415,"332 Dirksen Senate Office Building Washington DC 20510","http://www.sanders.senate.gov","202-224-5141","https://twitter.com/SenSanders","https://www.facebook.com/senatorsanders","https://cdn.civil.services/senate/headshots/512x512/bernard-sanders.jpg","Bernard Sanders, a Senator and a Representative from Vermont; born in Brooklyn, Kings County, N.Y., September 8, 1941; graduated from Madison High School, Brooklyn, N.Y.; B.S., University of Chicago, Chicago, Ill., 1964; Faculty, Harvard University, Cambridge, Mass., 1989; faculty, Hamilton College, Clinton, N.Y., 1990; carpenter; journalist; unsuccessful independent candidate for election to the United States Senate in 1972 and 1974; unsuccessful independent candidate for election for governor of Vermont in 1972, 1976 and 1986; mayor of Burlington, Vt., 1981-1989; unsuccessful independent candidate to the One Hundred First Congress in 1988; elected as an Independent to the One Hundred Second and to the seven succeeding Congresses (January 3, 1991-January 3, 2007); was not a candidate for reelection to the House of Representatives but was elected as an Independent to the United States Senate in 2006 for the term commencing January 3, 2007; reelected in 2012 for the term ending January 3, 2019; chair, Committee on Veterans Affairs (One Hundred Thirteenth Congress)."
"WA","M001111","01409","300076","N00007876","53358","democrat","active",false,false,false,false,"III","female","white","Patty Murray","patty-murray","1950-10-11","1993-01-03","2023-01-03",38.892542,-77.007415,"154 Russell Senate Office Building Washington DC 20510","http://www.murray.senate.gov","202-224-2621","https://twitter.com/PattyMurray","https://www.facebook.com/pattymurray","https://cdn.civil.services/senate/headshots/512x512/patty-murray.jpg","Patty Murray, a Senator from Washington; born in Seattle, King County, Wash., October 11, 1950; graduated, Washington State University 1972; education volunteer 1977-1984; instructor, Shoreline Community College, Shoreline, Wash., 1984-1987; citizen lobbyist for environmental and educational issues 1983-1988; Member, board of directors, Shoreline School District 1985-1989, serving as president and legislative representative for two terms; member, Washington state Senate 1988-1992, Democratic whip 1990-1992; elected as a Democrat to the United States Senate in 1992; reelected in 1998, 2004 and again in 2010 for the term ending January 3, 2017; chairwoman, Democratic Senatorial Campaign Committee (2001-2003, 2011-2013), Committee on Veterans Affairs (One Hundred Twelfth Congress), Committee on the Budget (One Hundred Thirteenth Congress); Democratic Conference secretary (2007-)."
"WA","C000127","00172","300018","N00007836","27122","democrat","active",false,false,false,false,"I","female","white","Maria Cantwell","maria-cantwell","1958-10-13","2001-01-03","2019-01-03",38.892839,-77.004356,"511 Hart Senate Office Building Washington DC 20510","http://www.cantwell.senate.gov","202-224-3441","https://twitter.com/SenatorCantwell","https://www.facebook.com/senatorcantwell","https://cdn.civil.services/senate/headshots/512x512/maria-cantwell.jpg","Maria Cantwell, a Senator and a Representative from Washington; born in Indianapolis, Ind., October 13, 1958; attended public schools in Indianapolis; B.A., Miami University of Ohio 1980; pursued an academic course at the Miami University European Center, Luxembourg; public relations consultant; Washington State Representative 1987-1993; elected as a Democrat to the 103rd Congress (January 3, 1993-January 3, 1995); unsuccessful candidate for reelection to the 104th Congress; elected as a Democrat to the U.S. Senate on November 7, 2000, for the term commencing January 3, 2001; reelected in 2006 and again in 2012 for the term ending January 3, 2019; chair, Committee on Indian Affairs (One Hundred Thirteenth Congress [January 3, 2013-February 12, 2014]), Committee on Small Business and Entrepreneurship (One Hundred Thirteenth Congress [February 12, 2014-January 3, 2015])."
"WI","J000293","02086","412496","N00032546","126217","republican","active",false,false,false,false,"III","male","white","Ron Johnson","ron-johnson","1955-04-08","2011-01-03","2023-01-03",38.892839,-77.004356,"328 Hart Senate Office Building Washington DC 20510","http://www.ronjohnson.senate.gov","202-224-5323","https://twitter.com/SenRonJohnson","https://www.facebook.com/senronjohnson","https://cdn.civil.services/senate/headshots/512x512/ron-johnson.jpg","Ron Johnson, a Senator from Wisconsin; born on April 8, 1955, in Mankato, Minn.; graduated University of Minnesota, B.S., 1977; studied business administration, University of Minnesota, 1977-1979; plastics manufacturer; accountant; elected as a Republican to the United States Senate in 2010 for the term ending January 3, 2017; chair, Committee on Homeland Security and Governmental Affairs (One Hundred Fourteenth Congress)."
"WI","B001230","01558","400013","N00004367","3470","democrat","active",false,false,false,false,"I","female","white","Tammy Baldwin","tammy-baldwin","1962-02-11","2013-01-03","2019-01-03",38.892839,-77.004356,"717 Hart Washington DC 20510","http://www.baldwin.senate.gov","202-224-5653","https://twitter.com/SenatorBaldwin","https://www.facebook.com/TammyBaldwin","https://cdn.civil.services/senate/headshots/512x512/tammy-baldwin.jpg","Tammy Baldwin, a Senator and a Representative from Wisconsin; born in Madison, Dane County, Wis., February 11, 1962; graduated from Madison West High School, Madison, Wis., 1980; A.B., Smith College, Northampton, Mass., 1984; J.D., University of Wisconsin Law School, Madison, Wis., 1989; lawyer, private practice; Dane County, Wis., board of supervisors, 1986-1994; member of the Wisconsin state assembly, 1993-1999; elected as a Democrat to the One Hundred Sixth and to the six succeeding Congresses (January 3, 1999-January 3, 2013); was not a candidate for reelection to the House of Representatives but was elected as a Democrat to the United States Senate in 2012 for the term ending January 3, 2019."
"WV","M001183","01983","412391","N00032838","7547","democrat","active",false,false,false,false,"I","male","white","Joe Manchin","joe-manchin","1947-08-24","2010-11-15","2019-01-03",38.892839,-77.004356,"306 Hart Senate Office Building Washington DC 20510","http://www.manchin.senate.gov","202-224-3954","https://twitter.com/Sen_JoeManchin","https://www.facebook.com/JoeManchinIII","https://cdn.civil.services/senate/headshots/512x512/joe-manchin.jpg","Joe Manchin, a Senator from West Virginia; born August 24, 1947, in Farmington, Marion County, West Virginia; graduated Farmington High School, Farmington, WV, 1965; B.A., West Virginia University, 1970; businessman; member of the West Virginia house of delegates 1982-1986; member of the West Virginia state Senate 1986-1996; unsuccessful candidate for the Democratic gubernatorial nomination in 1996; Secretary of State, West Virginia 2000-2004; elected governor of West Virginia in 2004 and reelected in 2008; chairman of the National Governors Association 2010; elected as a Democrat to the U.S. Senate in a special election on November 2, 2010, to fill the vacancy caused by the death of Robert C. Byrd, a seat subsequently held by appointed Senator Carte Goodwin, and took the oath of office on November 15, 2010; reelected in 2012 for the term ending January 3, 2019."
"WV","C001047","01676","400061","N00009771","11701","republican","active",false,false,false,false,"II","female","white","Shelley Capito","shelley-capito","1953-11-26","2015-01-03","2021-01-03",38.892542,-77.007415,"172 Russell Senate Office Building Washington DC 20510","http://www.capito.senate.gov","202-224-6472","https://twitter.com/SenCapito","https://www.facebook.com/senshelley","https://cdn.civil.services/senate/headshots/512x512/shelley-capito.jpg","Shelley Capito (daughter of Arch Alfred Moore, Jr.), a Senator and a Representative from West Virginia; born in Glendale, Marshall County, W.Va., November 26, 1953; B.S., Duke University, Durham, N.C., 1975; M.Ed., University of Virginia, Charlottesville, Va., 1976; college counselor; Member, West Virginia state house of representatives, 1997-2001; elected as a Republican to the One Hundred Seventh and to the six succeeding Congresses (January 3, 2001-January 3, 2015); was not a candidate for reelection to the House of Representatives but was elected as a Republican to the United States Senate in 2014 for the term ending January 3, 2021."
"WY","B001261","01881","412251","N00006236","52662","republican","active",false,false,false,false,"I","male","white","John Barrasso","john-barrasso","1952-07-21","2007-06-25","2019-01-03",38.892542,-77.007415,"307 Dirksen Senate Office Building Washington DC 20510","http://www.barrasso.senate.gov","202-224-6441","https://twitter.com/SenJohnBarrasso","https://www.facebook.com/johnbarrasso","https://cdn.civil.services/senate/headshots/512x512/john-barrasso.jpg","John Barrasso, a Senator from Wyoming; born on July 21, 1952, in Reading, Penn.; graduated Georgetown University, Washington, D.C., B.S. 1974; graduated Georgetown University School of Medicine, M.D. 1978; residency at Yale Medical School, New Haven, Conn.; orthopedic surgeon, private practice; chief of staff of the Wyoming Medical Center, Casper, Wyo.; Wyoming State Senate 2002-2007; appointed to the United States Senate on June 22, 2007, to fill the vacancy caused by the death of Craig L. Thomas; took the oath of office on June 25, 2007; elected in 2008 in a special election for the term ending January 3, 2013; reelected in 2012 for the term ending January 3, 2019; vice-chair, Republican Conference (2010-2012); chair, Republican Policy Committee (2012-); chair, Committee on Indian Affairs (One Hundred Fourteenth Congress)."
"WY","E000285","01542","300041","N00006249","558","republican","active",false,false,false,false,"II","male","white","Michael Enzi","michael-enzi","1944-02-01","1997-01-03","2021-01-03",38.892542,-77.007415,"379A Russell Senate Office Building Washington DC 20510","http://www.enzi.senate.gov","202-224-3424","https://twitter.com/SenatorEnzi","https://www.facebook.com/mikeenzi","https://cdn.civil.services/senate/headshots/512x512/michael-enzi.jpg","Michael Enzi, a Senator from Wyoming; born in Bremerton, Wash., February 1, 1944; attended public schools of Thermopolis and Sheridan, Wyo.; graduated, Sheridan High School 1962; received degree in accounting, George Washington University 1966; M.B.A. in retail marketing from Denver University 1968; served in Wyoming National Guard 1967-73; owned and operated family shoe stores in Gillette and Sheridan, Wyo., and Miles City, Mont.; Accountant; Certified Professional in Human Resources, 1993-present; Mayor of Gillette 1975-1982; Member, Wyoming house of representatives 1987-1991; Member, Wyoming state Senate 1991-1996; Commissioner, Western Interstate Commission for Higher Education 1995-1996; elected as a Republican to the United States Senate in 1996; reelected in 2002, 2008, and again in 2014 for the term ending January 3, 2021; Chair, Committee on Health, Education, Labor, and Pensions (One Hundred Ninth Congress), Committee on Budget (One Hundred Fourteenth Congress)."
